date,time_entry,time_exit,setup,contract,dte,strike,c_or_p,qty,entry_px,exit_px,premium_paid,premium_received,dollar_pnl,r_multiple,stop_px,target_px,dollar_risk,pct_risk_of_acct,account_equity_pre,followed_rules,setup_quality,fill_quality,gamma_recommended,j_override,hold_minutes,trade_grade,trade_grade_score,delta_at_entry,iv_at_entry,iv_regime,slippage_cents,exit_slippage_cents,tod_bucket,bars_after_trigger,entry_relative_to_bar,hold_quality_pct,cf_time_stop_pnl,cf_high_water_pnl,archetype_match_json,tape_assistance,notes_short,account_id
2022-08-31,10:02:40,10:19:27,RIDE_THE_RIBBON,SPXW 2022-08-31 3960.0P,0,3960.0,P,1,3.4,4.4,340,440,100,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",340,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,17,WIN,,OTM(~-29pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bearish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.26,""level"":{""level_name"":""ROUND"",""level_px"":399,""dist_pct"":-0.028},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-08-31). 1-2_lot. Archetype=pullback-continuation (bearish_pullback_resumption); trigger=pullback; VWAP below; prior-30m -0.26%; new_extreme=False; nearest level ROUND@399 (-0.028% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-09-12,09:45:32,09:52:19,MOMENTUM_BREAKOUT,SPXW 2022-09-12 4125.0C,0,4125.0,C,1,3.7,4.7,370,470,100,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",370,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,7,WIN,,OTM(~-28pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.24,""level"":{""level_name"":""IDH"",""level_px"":409.55,""dist_pct"":0.049},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-09-12). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.24%; new_extreme=True; nearest level IDH@409.55 (0.049% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-09-27,10:06:16,10:10:05,MOMENTUM_BREAKOUT,SPXW 2022-09-27 3630.0P,0,3630.0,P,1,3.8,4.8,380,480,100,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",380,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,4,WIN,,OTM(~-32pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.82,""level"":{""level_name"":""IDL"",""level_px"":366.36,""dist_pct"":-0.034},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-09-27). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.82%; new_extreme=True; nearest level IDL@366.36 (-0.034% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-05-25,14:42:07,15:32:33,RIDE_THE_RIBBON,SPXW 2023-05-25 4165.0C,0,4165.0,C,1,1.1,2.1,110,210,100,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",110,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,50,WIN,,OTM(~-23pt),,,,,AFTERNOON,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""trend-continuation"",""archetype_fine"":""trend_continuation_midrange"",""trigger"":""reclaim"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.17,""level"":{""level_name"":""ROUND"",""level_px"":414,""dist_pct"":0.048},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-05-25). 1-2_lot. Archetype=trend-continuation (trend_continuation_midrange); trigger=reclaim; VWAP above; prior-30m -0.17%; new_extreme=False; nearest level ROUND@414 (0.048% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-06-06,12:51:11,12:57:50,RIDE_THE_RIBBON,SPXW 2023-06-06 4265.0P,0,4265.0,P,1,2.6,3.6,260,360,100,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",260,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,7,WIN,,OTM(~-7pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bearish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.15,""level"":{""level_name"":""ROUND"",""level_px"":427,""dist_pct"":0.039},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-06-06). 1-2_lot. Archetype=pullback-continuation (bearish_pullback_resumption); trigger=pullback; VWAP below; prior-30m -0.15%; new_extreme=False; nearest level ROUND@427 (0.039% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-06-07,10:19:15,10:24:17,MOMENTUM_BREAKOUT,SPXW 2023-06-07 4275.0P,0,4275.0,P,1,2.8,3.8,280,380,100,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",280,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,5,WIN,,OTM(~-11pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.21,""level"":{""level_name"":""PDH"",""level_px"":428.56,""dist_pct"":0.012},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-06-07). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.21%; new_extreme=True; nearest level PDH@428.56 (0.012% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-06-08,10:46:06,11:12:27,MOMENTUM_BREAKOUT,SPXW 2023-06-08 4290.0C,0,4290.0,C,1,2.4,3.4,240,340,100,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",240,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,26,WIN,,OTM(~-14pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.11,""level"":{""level_name"":""IDH"",""level_px"":427.65,""dist_pct"":0.001},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-06-08). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.11%; new_extreme=True; nearest level IDH@427.65 (0.001% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-06-15,09:42:13,09:45:17,MOMENTUM_BREAKOUT,SPXW 2023-06-15 4390.0C,0,4390.0,C,1,4,5,400,500,100,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",400,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,3,WIN,,OTM(~-15pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.26,""level"":{""level_name"":""IDH"",""level_px"":437.16,""dist_pct"":0.078},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-06-15). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.26%; new_extreme=True; nearest level IDH@437.16 (0.078% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2023-09-18,11:23:00,11:31:01,MOMENTUM_BREAKOUT,SPXW 2023-09-18 4465.0C,0,4465.0,C,1,2.1,3.1,210,310,100,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",210,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,8,WIN,,OTM(~-26pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.12,""level"":{""level_name"":""ROUND"",""level_px"":444,""dist_pct"":-0.016},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2023-09-18). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.12%; new_extreme=True; nearest level ROUND@444 (-0.016% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-05-25,09:48:05,10:19:14,BEARISH_REJECTION,SPXW 2022-05-25 4020.0C,0,4020.0,C,1,2.05,3,205,300,95,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",205,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,31,WIN,,OTM(~-85pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""reversal-off-extreme"",""archetype_fine"":""counter_trend_fade"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.3,""level"":{""level_name"":""ROUND"",""level_px"":393,""dist_pct"":0.122},""playbook_setup"":""BEARISH_REJECTION"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-05-25). 1-2_lot. Archetype=reversal-off-extreme (counter_trend_fade); trigger=breakout; VWAP below; prior-30m 0.3%; new_extreme=True; nearest level ROUND@393 (0.122% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-06-13,10:04:47,10:19:24,RIDE_THE_RIBBON,SPXW 2022-06-13 3700.0P,0,3700.0,P,1,2.45,3.4,245,340,95,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",245,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,15,WIN,,OTM(~-94pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""trend-continuation"",""archetype_fine"":""trend_continuation_midrange"",""trigger"":""rejection"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.12,""level"":{""level_name"":""IDL"",""level_px"":379.22,""dist_pct"":0.055},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-06-13). 1-2_lot. Archetype=trend-continuation (trend_continuation_midrange); trigger=rejection; VWAP below; prior-30m -0.12%; new_extreme=False; nearest level IDL@379.22 (0.055% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-07-01,14:32:02,14:47:21,RIDE_THE_RIBBON,SPXW 2022-07-01 3825.0C,0,3825.0,C,1,2.65,3.6,265,360,95,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",265,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,15,WIN,,OTM(~-29pt),,,,,AFTERNOON,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bullish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.35,""level"":{""level_name"":""IDH"",""level_px"":379.96,""dist_pct"":-0.107},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-07-01). 1-2_lot. Archetype=pullback-continuation (bullish_pullback_resumption); trigger=pullback; VWAP above; prior-30m 0.35%; new_extreme=False; nearest level IDH@379.96 (-0.107% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-07-06,13:04:55,14:05:30,RIDE_THE_RIBBON,SPXW 2022-07-06 3870.0C,0,3870.0,C,1,2.05,3,205,300,95,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",205,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,61,WIN,,OTM(~-57pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bullish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.17,""level"":{""level_name"":""ROUND"",""level_px"":381,""dist_pct"":0.079},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-07-06). 1-2_lot. Archetype=pullback-continuation (bullish_pullback_resumption); trigger=pullback; VWAP below; prior-30m 0.17%; new_extreme=False; nearest level ROUND@381 (0.079% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-08-23,11:19:03,12:03:55,RIDE_THE_RIBBON,SPXW 2022-08-23 4110.0P,0,4110.0,P,1,2.45,3.4,245,340,95,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",245,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,45,WIN,,OTM(~-23pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bearish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.18,""level"":{""level_name"":""ROUND"",""level_px"":413,""dist_pct"":0.063},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-08-23). 1-2_lot. Archetype=pullback-continuation (bearish_pullback_resumption); trigger=pullback; VWAP below; prior-30m -0.18%; new_extreme=False; nearest level ROUND@413 (0.063% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-01-13,14:59:28,15:50:13,RIDE_THE_RIBBON,SPY 2022-01-14 463.0P,1,463.0,P,1,0.62,1.54,62,154,92,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",62,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,51,WIN,,OTM(~-4pt),,,,,AFTERNOON,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""trend-continuation"",""archetype_fine"":""trend_continuation_midrange"",""trigger"":""rejection"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.09,""level"":{""level_name"":""ROUND"",""level_px"":467,""dist_pct"":0.071},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPY 2022-01-13). 1-2_lot. Archetype=trend-continuation (trend_continuation_midrange); trigger=rejection; VWAP below; prior-30m -0.09%; new_extreme=False; nearest level ROUND@467 (0.071% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2021-07-23,09:34:06,09:57:23,MOMENTUM_BREAKOUT,SPY 2021-07-23 436.0P,0,436.0,P,10,0.32,0.41,320,410,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",320,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,23,WIN,,OTM(~-1pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""3plus_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.05,""level"":{""level_name"":""IDL"",""level_px"":437.23,""dist_pct"":0.034},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPY 2021-07-23). 3plus_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.05%; new_extreme=True; nearest level IDL@437.23 (0.034% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-03-14,11:46:09,12:22:19,RIDE_THE_RIBBON,SPXW 2022-03-14 4150.0P,0,4150.0,P,1,1.45,2.35,145,235,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",145,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,36,WIN,,OTM(~-51pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bearish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.7,""level"":{""level_name"":""ROUND"",""level_px"":420,""dist_pct"":0.031},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-03-14). 1-2_lot. Archetype=pullback-continuation (bearish_pullback_resumption); trigger=pullback; VWAP below; prior-30m -0.7%; new_extreme=False; nearest level ROUND@420 (0.031% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-04-25,09:43:41,09:48:22,MOMENTUM_BREAKOUT,SPXW 2022-04-25 4160.0P,0,4160.0,P,1,2.8,3.7,280,370,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",280,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,5,WIN,,OTM(~-58pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.45,""level"":{""level_name"":""IDL"",""level_px"":421.84,""dist_pct"":-0.023},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-04-25). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.45%; new_extreme=True; nearest level IDL@421.84 (-0.023% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-05-26,10:07:37,11:05:34,MOMENTUM_BREAKOUT,SPXW 2022-05-26 4075.0C,0,4075.0,C,1,3.2,4.1,320,410,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",320,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,58,WIN,,OTM(~-48pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""above"",""new_session_extreme"":true,""prior_trend_30m_pct"":0.6,""level"":{""level_name"":""IDH"",""level_px"":402.95,""dist_pct"":-0.053},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-05-26). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP above; prior-30m 0.6%; new_extreme=True; nearest level IDH@402.95 (-0.053% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-06-02,12:17:19,12:40:26,RIDE_THE_RIBBON,SPXW 2022-06-02 4175.0C,0,4175.0,C,1,0.75,1.65,75,165,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",75,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,23,WIN,,OTM(~-44pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bullish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.2,""level"":{""level_name"":""ROUND"",""level_px"":413,""dist_pct"":0.024},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-06-02). 1-2_lot. Archetype=pullback-continuation (bullish_pullback_resumption); trigger=pullback; VWAP above; prior-30m 0.2%; new_extreme=False; nearest level ROUND@413 (0.024% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-06-03,11:26:37,13:15:27,BEARISH_REJECTION,SPXW 2022-06-03 4150.0C,0,4150.0,C,1,2.4,3.3,240,330,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",240,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,109,WIN,,OTM(~-50pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""reversal-off-extreme"",""archetype_fine"":""bullish_reversal_off_low"",""trigger"":""reclaim"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.3,""level"":{""level_name"":""ROUND"",""level_px"":410,""dist_pct"":0.007},""playbook_setup"":""BEARISH_REJECTION"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-06-03). 1-2_lot. Archetype=reversal-off-extreme (bullish_reversal_off_low); trigger=reclaim; VWAP below; prior-30m -0.3%; new_extreme=False; nearest level ROUND@410 (0.007% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-06-22,10:01:27,10:13:12,RIDE_THE_RIBBON,SPXW 2022-06-22 3790.0C,0,3790.0,C,1,3.1,4,310,400,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",310,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,12,WIN,,OTM(~-57pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bullish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.74,""level"":{""level_name"":""ROUND"",""level_px"":373,""dist_pct"":0.088},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-06-22). 1-2_lot. Archetype=pullback-continuation (bullish_pullback_resumption); trigger=pullback; VWAP above; prior-30m 0.74%; new_extreme=False; nearest level ROUND@373 (0.088% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-06-23,12:02:46,12:05:36,MOMENTUM_BREAKOUT,SPXW 2022-06-23 3725.0P,0,3725.0,P,1,2.7,3.6,270,360,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",270,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,3,WIN,,OTM(~-16pt),,,,,MIDDAY,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""momentum-breakout"",""archetype_fine"":""momentum_breakout_continuation"",""trigger"":""breakout"",""vwap_side"":""below"",""new_session_extreme"":true,""prior_trend_30m_pct"":-0.79,""level"":{""level_name"":""ROUND"",""level_px"":374,""dist_pct"":0.013},""playbook_setup"":""MOMENTUM_BREAKOUT"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-06-23). 1-2_lot. Archetype=momentum-breakout (momentum_breakout_continuation); trigger=breakout; VWAP below; prior-30m -0.79%; new_extreme=True; nearest level ROUND@374 (0.013% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-07-28,10:59:22,11:21:00,RIDE_THE_RIBBON,SPXW 2022-07-28 4055.0C,0,4055.0,C,1,1.95,2.85,195,285,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",195,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,22,WIN,,OTM(~-39pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bullish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""above"",""new_session_extreme"":false,""prior_trend_30m_pct"":0.68,""level"":{""level_name"":""SESSION_OPEN"",""level_px"":401.88,""dist_pct"":-0.08},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-07-28). 1-2_lot. Archetype=pullback-continuation (bullish_pullback_resumption); trigger=pullback; VWAP above; prior-30m 0.68%; new_extreme=False; nearest level SESSION_OPEN@401.88 (-0.08% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
2022-08-22,09:57:23,10:00:46,RIDE_THE_RIBBON,SPXW 2022-08-22 4130.0P,0,4130.0,P,2,1.75,2.2,350,440,90,N/A,"unknown (real fill, no recorded stop)","unknown (real fill, no recorded target)",350,N/A (pre-Gamma account),N/A,N/A,GROUND_TRUTH,real_fill,N/A,N/A,3,WIN,,OTM(~-32pt),,,,,MORNING,0,at_close,,,,"{""size_class"":""1-2_lot"",""archetype"":""pullback-continuation"",""archetype_fine"":""bearish_pullback_resumption"",""trigger"":""pullback"",""vwap_side"":""below"",""new_session_extreme"":false,""prior_trend_30m_pct"":-0.19,""level"":{""level_name"":""ROUND"",""level_px"":416,""dist_pct"":0.061},""playbook_setup"":""RIDE_THE_RIBBON"",""context"":""reconstructed""}",,"HISTORICAL GROUND TRUTH (J real Webull fill, SPXW 2022-08-22). 1-2_lot. Archetype=pullback-continuation (bearish_pullback_resumption); trigger=pullback; VWAP below; prior-30m -0.19%; new_extreme=False; nearest level ROUND@416 (0.061% away). SPY-proxy 5m setup (SPX/SPY ~10:1).",j_webull_hist
